brand;model;generation;version;productionYear;mileage;enginePowerKW;engineCapacity;bodyType;bodyTypeText;fuelType;fuelTypeText;vinAvailable;vin;price;currency
Hyundai;Tucson;Tucson III;1.7 CRDI (141 KM) DCT;2018;175000.0;104.0;1685.0;SUV;SUV;DIESEL;Diesel;False;;68999;PLN
Ford;B-MAX;B-MAX;1.0 EcoBoost (125 KM);2013;103000.0;91.0;998.0;MINIVAN;Minivan;GASOLINE;Benzyna;False;;28500;PLN
BMW;X3;Inny;Inny;2021;60100.0;135.0;1998.0;SUV;SUV;GASOLINE;Benzyna;False;;149900;PLN
Dacia;Duster;Duster II (facelift 2021);1.5 Blue dCi (116 KM);2021;218000.0;85.0;1461.0;SUV;SUV;DIESEL;Diesel;True;;48000;PLN
Ford;Galaxy;Galaxy III;Inny;2011;200700.0;118.0;1600.0;MINIVAN;Minivan;GASOLINE;Benzyna;True;;33900;PLN
Renault;Modus;Inny;Inny;2009;85263.0;55.0;1149.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;12900;PLN
Volvo;XC60;Inny;Inny;2023;26067.0;144.0;1969.0;SUV;SUV;DIESEL;Diesel;True;;209900;PLN
Mercedes-Benz;Klasa C;Inny;Inny;2019;158000.0;135.0;2000.0;SEDAN;Sedan;GASOLINE;Benzyna;False;;125459;PLN
BMW;Seria 5;Seria 5 Touring (F11);535d (313 KM) Steptronic;2013;164235.0;230.0;2993.0;KOMBI;Kombi;DIESEL;Diesel;True;;87900;PLN
Renault;Scenic;Inny;Inny;2013;157700.0;96.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;True;;29800;PLN
Volkswagen;Golf;Inny;Inny;2017;64000.0;169.0;2000.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;67000;PLN
Skoda;Superb;Superb III Combi;1.4 TSI (125 KM);2016;110000.0;92.0;1395.0;KOMBI;Kombi;GASOLINE;Benzyna;True;;62900;PLN
BMW;Seria 4;Inny;Inny;2014;133256.0;180.0;1997.0;COUPE;Coupe;GASOLINE;Benzyna;True;;76600;PLN
Renault;Clio;Inny;Inny;2020;105000.0;66.0;898.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;39900;PLN
Toyota;Yaris;Yaris II;1.0 i VVT-i (69 KM);2008;125500.0;51.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;12600;PLN
Skoda;Octavia;Inny;Inny;2017;123007.0;81.0;1395.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;50999;PLN
Fiat;500L;Inny;Inny;2013;139259.0;51.0;1368.0;MINIVAN;Minivan;GASOLINE;Benzyna;True;;33999;PLN
Hyundai;ix35;Inny;Inny;2014;101428.0;73.0;1591.0;SUV;SUV;GASOLINE;Benzyna;True;;52999;PLN
Opel;Astra;Inny;Inny;2017;89356.0;81.0;1399.0;KOMBI;Kombi;GASOLINE;Benzyna;True;;49999;PLN
Toyota;Aygo X;Inny;Inny;2023;5741.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;85000;PLN
Piaggio;MP3;Inny;Inny;2017;28000.0;;300.0;SCOOTER;Skuter;GASOLINE;Benzyna;False;;12900;PLN
Fiat;Doblo;Inny;Inny;2019;155781.0;51.0;1248.0;PICK_UP;Pick-up;DIESEL;Diesel;True;;35999;PLN
Audi;A3;Inny;Inny;2013;193200.0;110.0;1968.0;HATCHBACK;Hatchback;DIESEL;Diesel;True;;56900;PLN
Mercedes-Benz;GLC;Inny;Inny;2020;27000.0;144.0;2000.0;SUV;SUV;DIESEL;Diesel;True;;188800;PLN
BMW;Seria 3;Inny;Inny;2016;50582.0;140.0;1995.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;89500;PLN
Renault;Grand Scenic;Inny;Inny;2005;312187.0;99.0;2000.0;HATCHBACK;Hatchback;LPG;LPG;False;;6970;PLN
Renault;Scenic;Inny;Inny;2012;208000.0;81.0;1500.0;MINIVAN;Minivan;DIESEL;Diesel;False;;16900;PLN
Citroen;DS4;Inny;Inny;2015;190000.0;132.0;1997.0;HATCHBACK;Hatchback;DIESEL;Diesel;True;;51200;PLN
BMW;Seria 5;Seria 5 Touring (G31);520d (190 KM);2019;138000.0;139.0;1995.0;KOMBI;Kombi;DIESEL;Diesel;True;;128000;PLN
Land Rover;Range Rover Evoque;Range Rover Evoque I (facelift 2015);2.0 Si4 (240 KM) AWD Automatic;2017;62600.0;175.0;1984.0;CROSSOVER;Crossover;GASOLINE;Benzyna;True;;44300;PLN
Alfa Romeo;MiTo;Inny;Inny;2011;141293.0;57.0;1368.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;21999;PLN
Ford;C-MAX;Inny;Inny;2011;148063.0;54.0;1596.0;MINIVAN;Minivan;GASOLINE;Benzyna;True;;28999;PLN
Toyota;Yaris;Yaris II;1.33 VVT-i (101 KM);2009;129791.0;54.0;1329.0;COUPE;Coupe;GASOLINE;Benzyna;True;;21900;PLN
Toyota;Verso;Inny;Inny;2017;198000.0;108.0;1798.0;MINIVAN;Minivan;GASOLINE;Benzyna;False;;59900;PLN
Audi;A4;Inny;Inny;2020;160635.0;120.0;1968.0;KOMBI;Kombi;OTHER;Inny;True;;96900;PLN
Opel;Vivaro;Vivaro A (facelift 2006);2.0 CDTI (114 KM) DPF Automatic;2014;295000.0;84.0;1995.0;MINIVAN;Minivan;DIESEL;Diesel;True;;48850;PLN
BMW;X2;Inny;Inny;2018;157609.0;140.0;1995.0;SUV;SUV;DIESEL;Diesel;True;;116850;PLN
Renault;Talisman;Inny;Inny;2016;103757.0;96.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;True;;64900;PLN
Renault;Master;Inny;Inny;2018;236000.0;107.0;2299.0;OTHER;Nieznany;DIESEL;Diesel;False;;55900;PLN
BMW;Seria 3;Inny;Inny;2008;266000.0;130.0;1995.0;KOMBI;Kombi;DIESEL;Diesel;False;;16900;PLN
Peugeot;208;208 II;1.2 PureTech (130 KM) Stop&Start Automatic;2020;51200.0;81.0;1200.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;58500;PLN
Peugeot;308;Inny;Inny;2020;89768.0;71.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;49999;PLN
Kia;Ceed;Inny;Inny;2011;170000.0;92.0;1591.0;KOMBI;Kombi;GASOLINE;Benzyna;False;;24999;PLN
Citroen;Jumper;Inny;Inny;2018;134000.0;81.0;1997.0;BUS;Bus;DIESEL;Diesel;False;;49900;PLN
BMW;Seria 5;Inny;Inny;2018;167000.0;195.0;2993.0;KOMBI;Kombi;DIESEL;Diesel;True;;149900;PLN
Dacia;Jogger;Inny;Inny;2022;27915.0;74.0;999.0;MINIVAN;Minivan;LPG;LPG;False;;79900;PLN
Land Rover;Discovery Sport;Discovery Sport;2.0 Si4 (240 KM) AWD Automatic;2015;166721.0;177.0;1999.0;SUV;SUV;GASOLINE;Benzyna;True;;73900;PLN
Volvo;V40;Inny;Inny;2015;216950.0;88.0;1969.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;53900;PLN
Land Rover;Discovery;Discovery IV;3.0 LR SD V6 (256 KM) AWD Automatic;2012;198500.0;188.0;2993.0;SUV;SUV;DIESEL;Diesel;True;;76900;PLN
Renault;Megane;Inny;Inny;2014;188000.0;70.0;1461.0;KOMBI;Kombi;DIESEL;Diesel;False;;24200;PLN
BMW;Seria 1;Inny;Inny;2014;80736.0;99.0;1598.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;46900;PLN
Mercedes-Benz;Klasa C;Inny;Inny;2017;125700.0;155.0;1991.0;COUPE;Coupe;GASOLINE;Benzyna;True;;119900;PLN
Ford;Fiesta;Inny;Inny;2016;119400.0;74.0;998.0;OTHER;Nieznany;GASOLINE;Benzyna;True;;28900;PLN
Volvo;XC40;Inny;Inny;2021;13400.0;154.0;1477.0;SUV;SUV;HYBRID;Hybrydowy;True;;134900;PLN
Toyota;Yaris Cross;Inny;Inny;2024;1.0;85.0;1490.0;OTHER;Nieznany;HYBRID;Hybrydowy;False;;111900;PLN
Kia;Sportage;Sportage IV;2.0 CRDi (185 KM) AWD;2016;175300.0;136.0;1995.0;SUV;SUV;DIESEL;Diesel;True;;73900;PLN
Dethleffs;TREND;Inny;Inny;2023;;;;CAMPER;Integra;OTHER;Inny;False;;495000;PLN
Toyota;Avensis;Inny;Inny;2014;203000.0;112.0;1987.0;KOMBI;Kombi;GASOLINE;Benzyna;False;;42900;PLN
Volkswagen;Golf;Golf VII Variant;1.6 TDI (90 KM);2015;166000.0;66.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;True;;35555;PLN
Mazda;CX-30;CX-30;2.5 Skyactiv-G (189 KM) Automatic;2020;126000.0;143.0;2488.0;SUV;SUV;GASOLINE;Benzyna;True;;85700;PLN
Ford;Edge;Edge II (facelift 2019);2.0 EcoBoost (245 KM) Automatic;2021;165000.0;180.0;2000.0;SUV;SUV;GASOLINE;Benzyna;True;;68900;PLN
Volkswagen;Caddy;Inny;Inny;2008;267000.0;77.0;1896.0;MINIVAN;Minivan;DIESEL;Diesel;False;;23700;PLN
Volkswagen;Polo;Inny;Inny;2015;54000.0;66.0;1197.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;35900;PLN
Citroen;DS5;DS5;2.0 HDi (160 KM) Automatic;2012;214000.0;120.0;1997.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;36400;PLN
Mazda;2;Inny;Inny;2018;33779.0;55.0;1496.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;False;;46900;PLN
Toyota;Auris;Auris II (facelift 2015);1.8 (136 KM) Hybrid CVT;2016;189000.0;73.0;1798.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;56800;PLN
Kia;Ceed;Inny;Inny;2012;167703.0;74.0;1396.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;33500;PLN
Scania;Inny;Inny;Inny;2004;743329.0;279.0;10600.0;SEMI_TRAILER_TRUCK;Ciągnik siodłowy;DIESEL;Diesel;True;;28290;PLN
Audi;A3;A3 (8P, facelift 2008);1.4 TFSI (125 KM);2009;180100.0;92.0;1390.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;22400;PLN
Kia;Ceed;Cee'd II (facelift 2015);1.6 CRDI (136 KM) ISG DCT;2017;136000.0;81.0;1582.0;KOMBI;Kombi;DIESEL;Diesel;True;;38500;PLN
Volvo;XC60;Inny;Inny;2010;172000.0;120.0;1984.0;SUV;SUV;DIESEL;Diesel;False;;57900;PLN
Toyota;RAV4;Inny;Inny;2023;5.0;160.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;True;;195690;PLN
Toyota;Proace;Inny;Inny;2021;89000.0;107.0;1997.0;KOMBI;Kombi;DIESEL;Diesel;True;;138900;PLN
Toyota;Camry;Inny;Inny;2020;178150.0;160.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;87900;PLN
Mercedes-Benz;Klasa B;Inny;Inny;2012;256000.0;80.0;1796.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;34400;PLN
KNAUS;Sport 540 FDK;Inny;Inny;2023;0.0;;0.0;TRAILER;Przyczepa kempingowa;OTHER;Inny;False;;133800;PLN
Citroen;DS4;Inny;Inny;2013;194986.0;110.0;1997.0;HATCHBACK;Hatchback;DIESEL;Diesel;True;;33900;PLN
Nissan;Qashqai;Inny;Inny;2015;90000.0;96.0;1598.0;SUV;SUV;DIESEL;Diesel;False;;54900;PLN
Skoda;Octavia;Octavia III Combi;1.4 TSI (150 KM);2015;178700.0;103.0;1395.0;KOMBI;Kombi;GASOLINE;Benzyna;True;;38000;PLN
Volkswagen;Golf;Golf VII (facelift 2017);1.5 TGI (130 KM);2019;54200.0;36.0;1498.0;COUPE;Coupe;GASOLINE;Benzyna;True;;68500;PLN
Toyota;Corolla Cross;Inny;Inny;2023;20434.0;145.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;173850;PLN
Toyota;Corolla;Inny;Inny;2021;88755.0;135.0;1986.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;112900;PLN
Toyota;Land Cruiser;Inny;Inny;2007;290245.0;122.0;2982.0;SUV;SUV;DIESEL;Diesel;True;;79900;PLN
Toyota;Camry;Inny;Inny;2021;123930.0;160.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;119900;PLN
Toyota;Corolla;Inny;Inny;2021;99598.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;82900;PLN
Toyota;Yaris;Inny;Inny;2014;74902.0;73.0;1329.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;46610;PLN
Toyota;Yaris;Yaris (XP150, facelift);1.5 (110 KM) Ethanol CVT;2018;71000.0;55.0;1497.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;True;;61900;PLN
Toyota;Corolla;Inny;Inny;2022;71242.0;89.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;72900;PLN
Toyota;Corolla;Inny;Inny;2022;75691.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;88900;PLN
Toyota;Corolla;Inny;Inny;2023;10541.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;105900;PLN
Toyota;Yaris;Yaris (XP150, facelift);1.5 (110 KM) Ethanol CVT;2023;14529.0;85.0;1490.0;SUV;SUV;HYBRID;Hybrydowy;True;;114800;PLN
Toyota;Camry;Inny;Inny;2021;146312.0;118.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;109900;PLN
Toyota;C-HR;Inny;Inny;2022;60001.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;True;;97700;PLN
Toyota;Yaris;Inny;Inny;2022;41907.0;53.0;998.0;HATCHBACK;Hatchback;LPG;LPG;True;;67900;PLN
Lexus;IS;IS III (XE30, facelift 2016);300 (241 KM) Direct Shift;2018;85185.0;180.0;1998.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;117500;PLN
Toyota;Corolla;Inny;Inny;2021;79300.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;83900;PLN
Toyota;C-HR;Inny;Inny;2019;115987.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;True;;87900;PLN
Lexus;ES;Inny;Inny;2021;41278.0;131.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;188900;PLN
Lexus;UX;Inny;Inny;2022;25000.0;127.0;1987.0;SUV;SUV;GASOLINE;Benzyna;True;;169900;PLN
Lexus;NX;NX II (AZ20);450h+ (309 KM) Plug-in Hybrid AWD CVT;2023;15337.0;179.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;True;;249900;PLN
Lexus;RX;Inny;Inny;2016;199326.0;175.0;1998.0;SUV;SUV;GASOLINE;Benzyna;True;;99900;PLN
Lexus;RX;Inny;Inny;2023;28146.0;276.0;2393.0;SUV;SUV;HYBRID;Hybrydowy;True;;379900;PLN
Toyota;Corolla;Inny;Inny;2019;27591.0;85.0;1197.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;75900;PLN
Audi;A5;Inny;Inny;2024;13672.0;150.0;1984.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;234900;PLN
Toyota;Camry;Inny;Inny;2024;4569.0;160.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;192850;PLN
Toyota;Corolla;Inny;Inny;2022;39986.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;89900;PLN
Toyota;Corolla;Inny;Inny;2022;23558.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;88900;PLN
Toyota;C-HR;Inny;Inny;2021;77666.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;110900;PLN
Toyota;Camry;Inny;Inny;2023;16500.0;160.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;169900;PLN
Volkswagen;Passat;Inny;Inny;2020;74393.0;110.0;1498.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;85900;PLN
Toyota;Corolla;Inny;Inny;2022;37317.0;90.0;1798.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;105900;PLN
Toyota;Corolla Cross;Inny;Inny;2023;20200.0;145.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;159900;PLN
Toyota;Corolla;Inny;Inny;2022;29930.0;89.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;72950;PLN
Lexus;NX;NX II (AZ20);450h+ (309 KM) Plug-in Hybrid AWD CVT;2021;127356.0;145.0;2494.0;SUV;SUV;HYBRID;Hybrydowy;True;;165900;PLN
Toyota;RAV4;Inny;Inny;2018;62400.0;160.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;True;;139900;PLN
BMW;Seria 1;Inny;Inny;2019;86274.0;100.0;1499.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;79900;PLN
Toyota;C-HR;Inny;Inny;2022;26420.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;True;;99900;PLN
Toyota;Corolla;Inny;Inny;2022;67876.0;90.0;1798.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;111900;PLN
Toyota;Corolla;Inny;Inny;2021;65411.0;72.0;1798.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;True;;89900;PLN
Volkswagen;Passat;Inny;Inny;2021;52000.0;110.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;True;;89500;PLN
DAF;XF 480 FT SC;Inny;Inny;2021;414159.0;353.0;;SEMI_TRAILER_TRUCK;Ciągnik siodłowy;DIESEL;Diesel;False;;187000;PLN
Peugeot;508;Inny;Inny;2020;178779.0;96.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;False;;63900;PLN
Toyota;Aygo;Inny;Inny;2021;69012.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;49900;PLN
Fiat;Panda;Inny;Inny;2023;717.0;51.0;999.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;False;;77500;PLN
Citroen;C5;Inny;Inny;2004;316000.0;100.0;1997.0;KOMBI;Kombi;LPG;LPG;False;;5555;PLN
Toyota;C-HR;Inny;Inny;2023;15134.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;143000;PLN
Toyota;Avensis;Inny;Inny;2017;147320.0;82.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;True;;51900;PLN
Toyota;Corolla;Inny;Inny;2021;123168.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;True;;82900;PLN
Toyota;Proace City;Inny;Inny;2022;36774.0;75.0;1499.0;VAN;VAN;DIESEL;Diesel;True;;99900;PLN
Toyota;Corolla;Inny;Inny;2019;97328.0;90.0;1798.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;95900;PLN
Lexus;UX;Inny;Inny;2023;11000.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;169900;PLN
Toyota;Proace;Inny;Inny;2020;62432.0;90.0;1997.0;PANEL_VAN;Furgon;DIESEL;Diesel;True;;81219;PLN
Toyota;Corolla;Inny;Inny;2020;62212.0;90.0;1798.0;KOMBI;Kombi;HYBRID;Hybrydowy;True;;84900;PLN
Toyota;C-HR;Inny;Inny;2022;36441.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;True;;102900;PLN
Toyota;C-HR;Inny;Inny;2019;85310.0;110.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;102900;PLN
Toyota;Corolla;Inny;Inny;2022;70200.0;89.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;70800;PLN
Lexus;UX;Inny;Inny;2023;18859.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;171850;PLN
Lexus;UX;Inny;Inny;2020;129651.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;114900;PLN
Toyota;C-HR;Inny;Inny;2016;129589.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;True;;79900;PLN
Toyota;Corolla;Inny;Inny;2022;76487.0;89.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;67900;PLN
Toyota;C-HR;Inny;Inny;2020;34723.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;True;;119999;PLN
Fiat;Panda;Inny;Inny;2018;77827.0;51.0;1242.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;29900;PLN
Audi;Q5;Inny;Inny;2011;194000.0;155.0;1984.0;SUV;SUV;HYBRID;Hybrydowy;False;;59900;PLN
Skoda;Fabia;Inny;Inny;2010;175000.0;51.0;1198.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;17900;PLN
Mercedes-Benz;Klasa C;Inny;Inny;2023;25900.0;147.0;1993.0;KOMBI;Kombi;DIESEL;Diesel;True;;219900;PLN
Mercedes-Benz;Citan;Inny;Inny;2013;335152.0;66.0;1500.0;VAN;Nieznany;DIESEL;Diesel;False;;18999;PLN
Ford;Focus;Inny;Inny;2009;243708.0;66.0;1560.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;9900;PLN
Land Rover;Discovery;Inny;Inny;2015;127500.0;250.0;2995.0;SUV;SUV;GASOLINE;Benzyna;False;;104900;PLN
Seat;Leon;Inny;Inny;2017;155000.0;110.0;1395.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;False;;46800;PLN
Kia;Ceed;Inny;Inny;2024;10.0;103.0;1482.0;KOMBI;Kombi;GASOLINE;Benzyna;False;;119400;PLN
Dacia;Sandero;Inny;Inny;2022;99946.0;49.0;999.0;HATCHBACK;Hatchback;LPG;LPG;True;;55999;PLN
Renault;Laguna;Inny;Inny;2008;119000.0;80.0;1461.0;HATCHBACK;Hatchback;DIESEL;Diesel;True;;19900;PLN
Citroen;Jumper;Inny;Inny;2008;325000.0;88.0;2198.0;PANEL_VAN;Furgon;DIESEL;Diesel;False;;17800;PLN
Renault;Clio;Inny;Inny;2005;185000.0;81.0;1600.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;False;;13700;PLN
Audi;Q7;Inny;Inny;2015;281000.0;183.0;2967.0;SUV;SUV;DIESEL;Diesel;True;;98000;PLN
Peugeot;207;207;1.6 THP (150 KM);2007;250000.0;110.0;1598.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;True;;15900;PLN
Honda;Civic;Inny;Inny;2007;203000.0;61.0;1400.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;False;;21900;PLN
Opel;Vivaro;Inny;Inny;2017;188000.0;92.0;1600.0;PANEL_VAN;Furgon;DIESEL;Diesel;False;;52900;PLN
Opel;Astra;Inny;Inny;2017;151824.0;118.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;True;;38999;PLN
Mercedes-Benz;Klasa S;Inny;Inny;2007;45000.0;386.0;6208.0;SEDAN;Sedan;GASOLINE;Benzyna;False;;169900;PLN
BMW;Seria 5;Seria 5 Limuzyna (F10);535i (306 KM) xDrive Steptronic;2011;115000.0;225.0;2979.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;52000;PLN
Opel;Combo;Inny;Inny;2009;236307.0;55.0;1248.0;VAN;VAN;DIESEL;Diesel;False;;15900;PLN
DS;7;Inny;Inny;2019;141671.0;165.0;1598.0;SUV;SUV;GASOLINE;Benzyna;True;;96700;PLN
Mazda;3;Inny;Inny;2022;24882.0;132.0;1998.0;SEDAN;Sedan;GASOLINE;Benzyna;True;;109900;PLN
Mazda;CX-3;Inny;Inny;2016;106000.0;88.0;1998.0;SUV;SUV;GASOLINE;Benzyna;False;;63900;PLN
BMW;Seria 2;Seria 2 Gran Tourer (F46);216d (116 KM);2015;230000.0;85.0;1500.0;KOMBI;Kombi;DIESEL;Diesel;True;;43500;PLN
Mazda;6;Inny;Inny;2013;243801.0;121.0;1988.0;KOMBI;Kombi;GASOLINE;Benzyna;True;;40900;PLN
Volkswagen;Taigun;Inny;Inny;2013;214000.0;103.0;1968.0;SUV;SUV;DIESEL;Diesel;False;;47900;PLN
Toyota;Avensis;Avensis III (facelift 2012);2.0 D-4D (124 KM);2014;278543.0;91.0;1998.0;KOMBI;Kombi;DIESEL;Diesel;True;;29000;PLN
Dacia;Duster;Inny;Inny;2018;82200.0;84.0;1598.0;SUV;SUV;GASOLINE;Benzyna;False;;52900;PLN
Volkswagen;Golf;Inny;Inny;2015;140000.0;77.0;1598.0;HATCHBACK;Hatchback;DIESEL;Diesel;False;;34900;PLN
Renault;Master;Inny;Inny;2016;294188.0;121.0;2299.0;VAN;Nieznany;DIESEL;Diesel;False;;73677;PLN
